594	agor/a/fobi/o⟦场ᴬ/a/症/o⟧:【病】広場恐怖症##偽分解(PIV正式分解)
642	agr/o/nomi/a fakultat/o⟦农/o/学ᴺ/a 系ᶠ/o⟧:農学部##偽分解
643	agr/o/nomi/ist/o⟦农/o/学ᴺ/家/o⟧:農学者##偽分解
644	agr/o/nomi/o⟦农/o/学ᴺ/o⟧:{Ｏ}農学##偽分解
645	agr/o/nomi/o⟦农/o/学ᴺ/o⟧:{Ｏ}農学,=kultivoscienco【私家版】##偽分解
646	agr/o/nom/o⟦农/o/学ᴺᴼ/o⟧:{Ｏ}農学者,=agronomiisto##偽分解##過細分解 agr/o/n/o/m/o
647	agr/o/nom/o⟦农/o/学ᴺᴼ/o⟧:{Ｏ}農学者,=kultivosciencisto【私家版】##偽分解##過細分解 agr/o/n/o/m/o
815	a/kromat/a⟦无ᴬ/色ᴷᴿ/a⟧:【理】色消しの,色収差のない##偽分解
816	a/kromat/a lens/o⟦无ᴬ/色ᴷᴿ/a 镜ᴸᴺ/o⟧:【理】色消しレンズ##偽分解
817	a/kromat/a prism/o⟦无ᴬ/色ᴷᴿ/a 棱镜/o⟧:【理】色消しプリズム##偽分解
870	akumul/ator/o⟦累/具ᴬ/o⟧:【電】蓄電池,=akumulilo##偽分解(PIV正式分解)
891	akut/a apendic/it/o⟦锐ᴬᵀ/a 虫垂/炎ᵀ/o⟧:【病】急性盲腸炎,>>cekumo##偽分解
892	akut/a laring/it/o⟦锐ᴬᵀ/a 喉ᴸ/炎ᵀ/o⟧:【病】急性喉頭炎##偽分解
893	akut/a pneu^mon/i/o⟦锐ᴬᵀ/a 肺ᴾᴺ/i/o⟧:【病】急性肺炎##偽分解(PIV正式分解)
945	akv/o/gener/ator/o⟦水/o/生ᴳᴿ/具ᴬ/o⟧:【機】水力発電機##偽分解(PIV正式分解)
1035	albumin/uri/o⟦白蛋白/尿/o⟧:【病】たん白尿症##偽分解(PIV正式分解)
1118	algebr/a geo/metri/o⟦代数/a 地ᴳ/测ᴹᵀ/o⟧:代数幾何学##偽分解
1129	alg^er/i/an/o⟦alg^er/i/员ᴬ/o⟧:アルジェリア人##偽分解
1130	Alg^er/i/o:{Ｏ}【国名】アルジェリア（アフリカ）##偽分解
1217	alkal/oid/o⟦碱ᴬ/似ᴼ/o⟧:【化】アルカロイド##偽分解
1279	alo/pati/o⟦异ᴬᴸ/病ᴾ/o⟧:【医】逆症療法##偽分解
1354	altern/at/iv/a⟦替/被/能ᴵ/a⟧:二者択一の;もう一つの;【環】代替の##偽分解
1355	altern/at/iv/a energi/font/o⟦替/被/能ᴵ/a 能ᴱ/泉/o⟧:【環】代替エネルギー源##偽分解
1356	altern/at/iv/a energi/o⟦替/被/能ᴵ/a 能ᴱ/o⟧:【環】代替エネルギー##偽分解
1357	altern/at/iv/a medicin/o⟦替/被/能ᴵ/a 医ᴹ/o⟧:代替医療##偽分解
1358	altern/at/iv/o⟦替/被/能ᴵ/o⟧:{Ｏ}二者択一;（従来のものに代わる）もう一つのもの,代案##偽分解
1359	altern/ator/o⟦替/具ᴬ/o⟧:【電】交流発電機##偽分解(PIV正式分解)
1362	altern/kurent/a gener/ator/o⟦替/电流/a 生ᴳᴿ/具ᴬ/o⟧:【電】交流発電機##偽分解(PIV正式分解)
1383	alt/o/metr/o⟦高/o/计ᴹ/o⟧:【理】高度計##偽分解
1394	altru/ism/a⟦他ᴬ/主义/a⟧:利他的な,=malegoisma##偽分解##強語根分解
1395	altru/ism/o⟦他ᴬ/主义/o⟧:【哲】利他主義,=malegoismo##偽分解##強語根分解
1396	altru/ist/o⟦他ᴬ/家/o⟧:利他主義者,=malegoisto##偽分解##強語根分解
1475	amas/psik/o/logi/o⟦堆/心ᴾˢ/o/学ᴸᴳ/o⟧:群集心理学##偽分解
1522	ameb/oid/a⟦变形虫/似ᴼ/a⟧:アメーバ状の##偽分解
1525	amel/az/o⟦糊ᴬ/az/o⟧:【化】アミラーゼ##偽分解(PIV正式分解)
1587	a/morf/a⟦无ᴬ/形ᴹ/a⟧:【化】無定形の;【鉱】非結晶の##偽分解
1588	a/morf/a karbon/o⟦无ᴬ/形ᴹ/a 碳/o⟧:【化】無定形炭素##偽分解
1589	a/morf/a substanc/o⟦无ᴬ/形ᴹ/a 质ˢ/o⟧:【化】非晶質##偽分解
1590	a/morf/ec/o⟦无ᴬ/形ᴹ/性/o⟧:無定形,アモルファス##偽分解
1607	amper/metr/o⟦amper/计ᴹ/o⟧:【理】電流計##偽分解
1616	amplifik/ator/o⟦扩ᴬᴷ/具ᴬ/o⟧:【電】増幅器,=amplifikilo##偽分解(PIV正式分解)
1649	anakron/ism/o⟦anakron/主义/o⟧:{Ｏ}時代錯誤;時代遅れ##偽分解##強語根分解
1651	an/alfabet/ec/o⟦无ᴬ/字ᴬ/性/o⟧:読み書きのできないこと,非識字##偽分解##過細分解 a/n/alfabet/ec/o
1652	an/alfabet/o⟦无ᴬ/字ᴬ/o⟧:読み書きのできない人,非識字者##偽分解##過細分解 a/n/alfabet/o
1654	analitik/a geo/metri/o⟦析ᴬᵀ/a 地ᴳ/测ᴹᵀ/o⟧:解析幾何学##偽分解
1680	anark/ism/o⟦无政/主义/o⟧:=>anarkiismo##偽分解##強語根分解
1681	anark/ist/o⟦无政/家/o⟧:=>anarkiisto##偽分解##強語根分解
1717	an/emi/a⟦无ᴬ/血ᴱ/a⟧:貧血の,貧血症の,=sangomanka##偽分解##過細分解 a/n/emi/a
1718	an/emi/em/o⟦无ᴬ/血ᴱ/倾/o⟧:貧血性##偽分解##過細分解 a/n/emi/em/o
1719	an/emi/o⟦无ᴬ/血ᴱ/o⟧:【病】貧血,貧血症,=sangomanko##偽分解##過細分解 a/n/emi/o
1720	anem/o/metr/o⟦风ᴬ/o/计ᴹ/o⟧:【気】風速計##偽分解##強語根分解
1722	aneroid/a bar/o/metr/o⟦无液/a 压ᴮ/o/计ᴹ/o⟧:【気】アネロイド気圧計##偽分解
1723	an/estez/aj^/o⟦无ᴬ/感ᴱ/物/o⟧:麻酔薬##偽分解##過細分解 a/n/estez/aj^/o
1724	an/estez/i⟦无ᴬ/感ᴱ/i⟧:［他］【医】麻酔をかける,麻痺（まひ）させる,>>narkoti##偽分解##過細分解 a/n/estez/i
1725	an/estez/il/o⟦无ᴬ/感ᴱ/具/o⟧:麻酔器具##偽分解##過細分解 a/n/estez/il/o
1726	an/estez/ist/o⟦无ᴬ/感ᴱ/家/o⟧:麻酔医##偽分解##過細分解 a/n/estez/ist/o
1727	an/estez/o⟦无ᴬ/感ᴱ/o⟧:無感覚状態,知覚麻痺;【医】麻酔;【病】無感覚症##偽分解##過細分解 a/n/estez/o
1778	an/hidr/a⟦无ᴬ/水ᴴ/a⟧:【化】無水の##偽分解##過細分解 a/n/h/i/d/r/a
1779	an/hidr/a alkohol/o⟦无ᴬ/水ᴴ/a 醇/o⟧:【化】無水アルコール##偽分解##過細分解 a/n/h/i/d/r/a alkohol/o
1782	anil/in/o⟦草ᴬᴵ/in/o⟧:{Ｏ}【化】アニリン##偽分解(PIV正式分解)
1833	an/onim/a⟦无ᴬ/名ᴼ/a⟧:{Ｏ}匿名の##偽分解##過細分解 a/n/onim/a
1834	an/onim/o⟦无ᴬ/名ᴼ/o⟧:匿名##偽分解##過細分解 a/n/onim/o
1835	an/onim/ul/o⟦无ᴬ/名ᴼ/者/o⟧:匿名氏##偽分解##過細分解 a/n/onim/ul/o
1856	antagon/ism/o⟦敌ᴬᴺ/主义/o⟧:敵対（関係）,対立,反目##偽分解##強語根分解
1857	antagon/ism/o de klas/oj⟦敌ᴬᴺ/主义/o 从 级/oj⟧:階級対立##偽分解##強語根分解
1858	antagon/ist/o⟦敌ᴬᴺ/家/o⟧:敵対者,対立者##偽分解##強語根分解
1998	anti/bio/tik/o⟦抗ᴬ/生ᴮᴼ/布ᵀᴷ/o⟧:{Ｏ}【医】抗生物質##偽分解
1999	anti/ciklon/o⟦抗ᴬ/旋ᶜ/o⟧:【気】高気圧,=kontrau^ciklono##偽分解
2003	anti/fon/o⟦抗ᴬ/声ᶠᴼ/o⟧:【楽】交唱（聖歌）##偽分解(PIV正式分解)
2004	anti/fraz/o⟦抗ᴬ/句/o⟧:【修】語意の反用,反語##偽分解
2005	anti/gen/o⟦抗ᴬ/生ᴳ/o⟧:【医】抗原##偽分解
2009	anti/korp/o⟦抗ᴬ/体/o⟧:【医】抗体##偽分解
2010	anti/korpuskl/o⟦抗ᴬ/粒ᴷ/o⟧:《古》【理】=kontrau^partiklo（反粒子）##偽分解
2011	anti/krist/o⟦抗ᴬ/krist/o⟧:【キ】キリストの敵,キリスト教反対者##偽分解
2012	Anti/krist/o:【キ】反キリスト##偽分解
2025	anti/neu^trin/o⟦抗ᴬ/中微子/o⟧:【理】反ニュートリノ##偽分解
2026	anti/nomi/o⟦抗ᴬ/学ᴺ/o⟧:【哲】二律背反##偽分解
2027	anti/partikl/o⟦抗ᴬ/粒ᴾ/o⟧:【理】=kontrau^partiklo（反粒子）##偽分解
2028	anti/pati/a⟦抗ᴬ/情/a⟧:反感を覚えさせる,虫の好かない##偽分解(PIV正式分解)
2029	anti/pati/i⟦抗ᴬ/情/i⟧:［他］反感をもつ,毛嫌いする##偽分解(PIV正式分解)
2030	anti/pati/o⟦抗ᴬ/情/o⟧:{Ｏ}反感,毛嫌い##偽分解(PIV正式分解)
2032	anti/pod/a⟦抗ᴬ/足ᴾᴼ/a⟧:【地理】対蹠的な;《転》正反対の##偽分解
2033	anti/pod/o⟦抗ᴬ/足ᴾᴼ/o⟧:{Ｏ}【地理】対蹠地（たいせきち）##偽分解
2034	anti/prot/on/o⟦抗ᴬ/质子/子ᴼ/o⟧:【理】反陽子##偽分解(PIV正式分解)
2039	anti/seps/a⟦抗ᴬ/腐ˢ/a⟧:=kontrau^sepsa（防腐性の）##偽分解
2040	anti/seps/aj^/o⟦抗ᴬ/腐ˢ/物/o⟧:=kontrau^sepsaj^o（防腐剤）##偽分解
2041	anti/seps/i⟦抗ᴬ/腐ˢ/i⟧:［他］=kontrau^sepsi（防腐処理する）##偽分解
2042	anti/seps/o⟦抗ᴬ/腐ˢ/o⟧:【医】=kontrau^sepso（防腐）##偽分解
2043	anti/tez/o⟦抗ᴬ/题ᵀᶻ/o⟧:{Ｏ}【哲】アンチテーゼ;【修】対照法##偽分解
2044	anti/toksin/o⟦抗ᴬ/毒ᵀᴺ/o⟧:【医】抗毒素##偽分解
2046	ant/onim/o⟦反ᴬ/名ᴼ/o⟧:【語】反意語##偽分解##過細分解 a/n/t/onim/o
2052	antrop/oid/a⟦人ᴬ/似ᴼ/a⟧:【動】類人猿の##偽分解(PIV正式分解)
2053	antrop/oid/oj⟦人ᴬ/似ᴼ/oj⟧:【動】類人猿##偽分解(PIV正式分解)
2054	antrop/o/logi/o⟦人ᴬ/o/学ᴸᴳ/o⟧:{Ｏ}人類学##偽分解
2055	antrop/o/log/o⟦人ᴬ/o/学家/o⟧:{Ｏ}人類学者##偽分解
2056	antrop/o/metri/o⟦人ᴬ/o/测ᴹᵀ/o⟧:人体測定##偽分解
2057	antrop/o/morf/ism/o⟦人ᴬ/o/形ᴹ/主义/o⟧:【哲】神人同形同性論##偽分解(PIV正式分解)
2090	a/pati/a⟦无ᴬ/情/a⟧:無感動の,冷淡な##偽分解
2091	a/pati/o⟦无ᴬ/情/o⟧:{Ｏ}無感動,無関心,冷淡,><simpatio##偽分解
2092	a/pati/ul/o⟦无ᴬ/情/者/o⟧:無気力な人,しらけた人##偽分解
2103	apendic/it/o⟦虫垂/炎ᵀ/o⟧:【病】虫垂炎,盲腸炎（俗称）##偽分解
2151	a/pod/o⟦无ᴬ/足ᴾᴼ/o⟧:【鳥】アマツバメ（雨燕）（属）,=apuso##偽分解##エス的分解
2299	ar/en/o⟦群/en/o⟧:{Ｏ}（古代ローマ円形競技場の中央にある）闘技場;《転》競争の場,活躍の舞台##偽分解(衝突語)
2301	are/o/metr/o⟦are/o/计ᴹ/o⟧:{Ｏ}【理】浮ばかり,液体比重計##偽分解##強語根分解##過細分解 a/r/e/o/metr/o
2327	arg^ent/a brom/id/o⟦银/a 卤ᴮ/化ᴵᴰ/o⟧:【化】臭化銀##偽分解
2335	arh^a/ism/o⟦古ᴬᴬ/主义/o⟧:{Ｏ}=arkaismo##偽分解##強語根分解
2336	arh^e/o/logi/o⟦古ᴬᴴ̂/o/学ᴸᴳ/o⟧:{Ｏ}=arkeologio##偽分解##強語根分解
2337	arh^e/o/log/o⟦古ᴬᴴ̂/o/学家/o⟧:{Ｏ}=arkeologo##偽分解##強語根分解
2375	arka/ism/o⟦古ᴬᴿ/主义/o⟧:{Ｏ}【語】古語,古風な表現;【文】擬古主義##偽分解(PIV正式分解)
2381	arkeo/logi/a⟦古ᴬᴼ/学ᴸᴳ/a⟧:考古学上の##偽分解
2382	arkeo/logi/o⟦古ᴬᴼ/学ᴸᴳ/o⟧:{Ｏ}考古学##偽分解
2383	arkeo/log/o⟦古ᴬᴼ/学家/o⟧:{Ｏ}考古学者##偽分解
2384	arkeo/pterig/o⟦古ᴬᴼ/翅ᴾᴳ/o⟧:【生】始祖鳥##偽分解
2443	arog/ant/a⟦傲/在/a⟧:{Ｏ}横柄な,尊大な,思い上がった##偽分解
2444	arog/ant/aj^/o⟦傲/在/物/o⟧:思い上がった行為##偽分解
2445	arog/ant/ec/o⟦傲/在/性/o⟧:横柄,尊大##偽分解
2446	arog/ant/ul/o⟦傲/在/者/o⟧:横柄な人##偽分解
2483	arteri/o/skler/oz/o⟦脉ᴬ/o/硬ˢ/症ᴼ/o⟧:【病】動脈硬化症##偽分解
2515	artr/it/ism/o⟦节ᴬᴿ/炎ᵀ/主义/o⟧:【病】関節病体質##偽分解(PIV正式分解)
2516	artr/it/o⟦节ᴬᴿ/炎ᵀ/o⟧:{Ｏ}【病】関節炎,=artikinflamo##偽分解(PIV正式分解)
2517	artr/o/pod/o⟦节ᴬᴿ/o/足ᴾᴼ/o⟧:【動】節足動物,=artikulo##偽分解(PIV正式分解)
2544	a/seps/a⟦无ᴬ/腐ˢ/a⟧:【医】無菌法の,無菌の##偽分解
2545	a/seps/i⟦无ᴬ/腐ˢ/i⟧:［他］【医】無菌処置する##偽分解
2546	a/seps/o⟦无ᴬ/腐ˢ/o⟧:【医】無菌法,防腐法##偽分解
2560	Asir/i/o:【古地名】アッシリア（古代メソポタミアの国）##偽分解
2611	astigmat/ism/o⟦散光/主义/o⟧:【病】乱視##偽分解
2621	astr/o/logi/o⟦星ᴬ/o/学ᴸᴳ/o⟧:{Ｏ}占星術,=stelau^gurado##偽分解
2622	astr/o/log/o⟦星ᴬ/o/学家/o⟧:{Ｏ}占星術師,=stelau^guristo##偽分解
2623	astr/o/nau^t/o⟦星ᴬ/o/航/o⟧:宇宙飛行士,=kosmonau^to##偽分解
2624	astr/o/nomi/a⟦星ᴬ/o/学ᴺ/a⟧:天文学の;《転》天文学的な##偽分解
2625	astr/o/nomi/a almanak/o⟦星ᴬ/o/学ᴺ/a 历书/o⟧:天文年鑑##偽分解
2626	astr/o/nomi/aj cifer/oj⟦星ᴬ/o/学ᴺ/aj 数ᶜ/oj⟧:天文学的数字（日常的な範囲を超えた大きな数）##偽分解
2627	astr/o/nomi/a latitud/o⟦星ᴬ/o/学ᴺ/a 纬/o⟧:【地理】天文緯度##偽分解
2628	astr/o/nomi/a map/o⟦星ᴬ/o/学ᴺ/a 图/o⟧:天体図##偽分解
2629	astr/o/nomi/a observatori/o⟦星ᴬ/o/学ᴺ/a 天文台/o⟧:【天】天文台##偽分解
2630	astr/o/nomi/a tele/skop/o⟦星ᴬ/o/学ᴺ/a 远/镜ˢᴷ/o⟧:【天】天体望遠鏡##偽分解
2631	astr/o/nomi/o⟦星ᴬ/o/学ᴺ/o⟧:{Ｏ}天文学##偽分解
2632	astr/o/nom/o⟦星ᴬ/o/学ᴺᴼ/o⟧:{Ｏ}天文学者##偽分解##過細分解 astr/o/n/o/m/o
2651	atav/ism/o⟦祖/主义/o⟧:{Ｏ}先祖返り,隔世遺伝##偽分解##強語根分解
2652	a/te/ism/o⟦无ᴬ/神ᵀ/主义/o⟧:{Ｏ}無神論,=sendiismo##偽分解##過細分解 a/t/e/ism/o
2653	a/te/ist/a⟦无ᴬ/神ᵀ/家/a⟧:無神論者の,無神論的な##偽分解##過細分解 a/t/e/ist/a
2654	a/te/ist/o⟦无ᴬ/神ᵀ/家/o⟧:{Ｏ}無神論者,=sendiisto##偽分解##過細分解 a/t/e/ist/o
2740	a/toni/o⟦无ᴬ/张/o⟧:【病】アトニー,弛緩症##偽分解
2745	a/trofi/i⟦无ᴬ/养ᵀ/i⟧:［他］【病】萎縮させる##偽分解
2746	a/trofi/ig^/i⟦无ᴬ/养ᵀ/成/i⟧:［自］【病】萎縮する##偽分解
2747	a/trofi/o⟦无ᴬ/养ᵀ/o⟧:【病】萎縮##偽分解
2748	atrop/in/o⟦颠ᴬ/in/o⟧:【化】アトロピン##偽分解(PIV正式分解)
2825	au^t/ism/a infan/o⟦自ᴬ/主义/a 童/o⟧:自閉症児##偽分解##過細分解 a/u^/t/ism/a infan/o
2826	au^t/ism/o⟦自ᴬ/主义/o⟧:【医】自閉症##偽分解##過細分解 a/u^/t/ism/o
2827	au^t/ism/ul/o⟦自ᴬ/主义/者/o⟧:自閉症者##偽分解##過細分解 a/u^/t/ism/ul/o
2831	au^t/o/bio/grafi/o⟦自ᴬ/o/生ᴮᴼ/志ᴳ/o⟧:{Ｏ}自伝,自叙伝,=membiografio##偽分解##過細分解 a/u^/t/o/bio/grafi/o
2840	au^t/o/gir/o⟦自ᴬ/o/旋/o⟧:【空】オートジャイロ,>>helikoptero##偽分解##過細分解 a/u^/t/o/gir/o
2841	au^t/o/grafi/o⟦自ᴬ/o/志ᴳ/o⟧:【印】肉筆印刷術##偽分解##過細分解 a/u^/t/o/grafi/o
2842	au^t/o/graf/o⟦自ᴬ/o/记ᴳ/o⟧:{Ｏ}自筆,自筆原稿,=memskribaj^o##偽分解##過細分解 a/u^/t/o/graf/o
2845	au^t/o/krati/o⟦自ᴬ/o/治ᴷᴵ/o⟧:{Ｏ}【政】専制政治##偽分解##過細分解 a/u^/t/o/krati/o
2846	au^t/o/krat/ism/o⟦自ᴬ/o/治ᴷ/主义/o⟧:【政】専制主義##偽分解##過細分解 a/u^/t/o/krat/ism/o
2847	au^t/o/krat/o⟦自ᴬ/o/治ᴷ/o⟧:{Ｏ}専制君主##偽分解##過細分解 a/u^/t/o/krat/o
2856	au^tomat/a tele/fon/o⟦动ᴬ/a 远/声ᶠᴼ/o⟧:自動電話##偽分解
2862	au^t/o/mobil/ism/o⟦车/o/动ᴹᴮ/主义/o⟧:自動車使用##偽分解##過細分解 a/u^/t/o/mobil/ism/o
2863	au^t/o/mobil/ist/o⟦车/o/动ᴹᴮ/家/o⟧:=au^tisto##偽分解##過細分解 a/u^/t/o/mobil/ist/o
2864	au^t/o/mobil/kompani/o⟦车/o/动ᴹᴮ/伴ᴷᴹ/o⟧:自動車会社##偽分解##過細分解 a/u^/t/o/mobil/kompani/o
2865	au^t/o/mobil/o⟦车/o/动ᴹᴮ/o⟧:{Ｂ}自動車,=au^to##偽分解##過細分解 a/u^/t/o/mobil/o
3006	Babilon/i/o:【史】バビロニア（古代メソポタミアの国）##偽分解
3063	bakteri/o/fag/o⟦菌ᴮ/o/吞/o⟧:【医】バクテリオファージ,細菌ウイルス,=bakteria viruso##偽分解##過細分解 bakteri/o/f/a/g/o
3064	bakteri/o/logi/o⟦菌ᴮ/o/学ᴸᴳ/o⟧:【医】細菌学##偽分解
3262	barbar/ism/o⟦蛮/主义/o⟧:【Ｇ】破格な語法・語形,>>solecismo##偽分解
3290	bari/a sulf/at/o⟦金ᴮᴬ/a 硫/盐ᴬ/o⟧:【化】硫酸バリウム##偽分解(PIV正式分解)
3309	bar/o/graf/o⟦压ᴮ/o/记ᴳ/o⟧:【気】自記気圧計##偽分解(PIV正式分解)
3313	bar/o/metr/o⟦压ᴮ/o/计ᴹ/o⟧:{Ｏ}【気】気圧計##偽分解
3319	bar/o/skop/o⟦压ᴮ/o/镜ˢᴷ/o⟧:【医】気圧計;【理】検圧器##偽分解
3379	Batav/i/o:【地名】バタビア（ジャカルタの古称，インドネシア）##偽分解
3552	benzo/at/a acid/o⟦安息香/盐ᴬ/a 酸/o⟧:【化】安息香酸##偽分解(PIV正式分解)
3631	bibli/o/fil/i/o⟦经/o/爱ᶠ/i/o⟧:書籍愛好,=libroamo##偽分解##過細分解 bibli/o/f/i/l/i/o
3632	bibli/o/fil/o⟦经/o/爱ᶠ/o⟧:愛書家,=libroamanto##偽分解##過細分解 bibli/o/f/i/l/o
3633	bibli/o/grafi/a indic/o⟦经/o/志ᴳ/a 指ᴵᶜ/o⟧:（十進分類法による）図書分類番号##偽分解
3634	bibli/o/grafi/o⟦经/o/志ᴳ/o⟧:{Ｏ}文献目録,参考文献一覧;著作目録;書誌学##偽分解
3635	bibli/o/graf/o⟦经/o/记ᴳ/o⟧:{Ｏ}書誌学者##偽分解(PIV正式分解)
3670	bi/gami/o⟦二ᴮ/配ᴳ/o⟧:【法】二重結婚,重婚##偽分解(PIV正式分解)
3671	bi/gami/ul/o⟦二ᴮ/配ᴳ/者/o⟧:重婚者##偽分解(PIV正式分解)
3678	bi/konkav/a⟦二ᴮ/凹/a⟧:【理】=dukonkava（両凹の）##偽分解(PIV正式分解)
3679	bi/konveks/a⟦二ᴮ/凸ᴷ/a⟧:【理】=dukonveksa（両凸の）##偽分解(PIV正式分解)
3716	bi/lion/o⟦二ᴮ/lion/o⟧:（米英で）十億,=miliardo;（独仏で）一兆,=duiliono,=mil miliardoj##偽分解(PIV正式分解)
3721	bi/metal/ism/o⟦二ᴮ/金ᴹ/主义/o⟧:【経】複本位制##偽分解(PIV正式分解)
3737	bio/fizik/o⟦生ᴮᴼ/物理/o⟧:生物物理学##偽分解
3740	bio/geo/grafi/o⟦生ᴮᴼ/地ᴳ/志ᴳ/o⟧:生物地理学##偽分解
3741	bio/grafi/et/o⟦生ᴮᴼ/志ᴳ/小/o⟧:略歴,略伝##偽分解
3742	bio/grafi/o⟦生ᴮᴼ/志ᴳ/o⟧:{Ｏ}伝記,>>au^tobiografio##偽分解
3743	bio/graf/o⟦生ᴮᴼ/记ᴳ/o⟧:{Ｏ}伝記作家##偽分解(PIV正式分解)
3746	bio/kemi/a oksi/gen/postul/o⟦生ᴮᴼ/化学/a 氧/生ᴳ/求ᴾˢ/o⟧:【環】生物化学的酸素要求量（BOD）##偽分解(PIV正式分解)
3747	bio/kemi/o⟦生ᴮᴼ/化学/o⟧:生化学##偽分解
3749	bio/logi/a⟦生ᴮᴼ/学ᴸᴳ/a⟧:生物学的##偽分解
3750	bio/logi/a divers/ec/o⟦生ᴮᴼ/学ᴸᴳ/a 杂/性/o⟧:【環】生物学的多様性##偽分解
3751	bio/logi/o⟦生ᴮᴼ/学ᴸᴳ/o⟧:{Ｏ}生物学##偽分解
3752	bio/log/o⟦生ᴮᴼ/学家/o⟧:{Ｏ}生物学者##偽分解
3755	bio/mas/a energi/o⟦生ᴮᴼ/团ᴹ/a 能ᴱ/o⟧:【環】バイオマスエネルギー##偽分解
3756	bio/mas/a piramid/o⟦生ᴮᴼ/团ᴹ/a 锥ᴾ/o⟧:【環】生物量ピラミッド##偽分解
3757	bio/mas/o⟦生ᴮᴼ/团ᴹ/o⟧:【環】生物量,バイオマス##偽分解
3758	bi/ont/o/logi/o⟦生ᴮᴵ/将/o/学ᴸᴳ/o⟧:《廃》生物学,=>biologio##偽分解##過細分解 b/i/o/n/t/o/logi/o
3759	bio/sfer/o⟦生ᴮᴼ/球ˢ/o⟧:【環】生物圏,生活圏##偽分解
3760	bio/top/o⟦生ᴮᴼ/境ᵀ/o⟧:【環】ビオトープ,小生活圏##偽分解##過細分解 bio/t/o/p/o
3761	bi/plan/o⟦二ᴮ/划/o⟧:【空】複葉機,>>monoplano##偽分解##過細分解 bi/p/l/a/n/o
4017	bols^ev/ism/o⟦bols^ev/主义/o⟧:【史】ボルシェビズム##偽分解##強語根分解
4018	bols^ev/ist/o⟦bols^ev/家/o⟧:【史】ボルシェビキ##偽分解##強語根分解
4042	Bon/aer/o:【地名】ブエノスアイレス（アルゼンチンの首都）,=Buenos-Ajreso##偽分解
4065	Bon/esper/a Kab/o:（la 〜）【地名】喜望峰（南アフリカ共和国）,=Promontoro de Bona Espero##偽分解
4066	Bon/esper/o:【地名】ゴットホープ（グリーンランドの主都）##偽分解
4162	Bors/o de Nov/jork/o⟦Bors/o 从 Nov/jork/o⟧:（la 〜）ニューヨーク証券取引所##偽分解
4202	bov/a spong/o/form/a encefal/o/pati/o⟦牛/a 海绵/o/形/a 脑ᴱ/o/病ᴾ/o⟧:【病】牛海綿状脳症（BSE）##偽分解(PIV正式分解)
4351	bri/o/fit/oj⟦苔ᴮ/o/植ᶠ/oj⟧:【植】コケ植物,蘚苔類（せんたいるい）,>>muskoj,>>hepatmuskoj##偽分解(PIV正式分解)
4394	brom/id/o⟦卤ᴮ/化ᴵᴰ/o⟧:【化】臭化物##偽分解
4395	brom/id/paper/o⟦卤ᴮ/化ᴵᴰ/纸/o⟧:【写】ブロマイド印画紙##偽分解
4398	brom/o/form/o⟦卤ᴮ/o/形/o⟧:【化】ブロモホルム##偽分解(PIV正式分解)##過細分解 brom/o/f/o/r/m/o
4401	bronk/it/o⟦支ᴮ/炎ᵀ/o⟧:{Ｏ}【病】気管支炎##偽分解
4500	brust/a peri/metr/o⟦胸/a 围ᴾ/测ᴹᴱ/o⟧:胸囲##偽分解
