akuzi,"{Ｂ}［他］【法】告発する, 告訴する; （一般）非難する, 責める",指责，谴责；控告，控诉,8.9
akvo,{Ｂ}水,水,2.77
al,{Ｂ}［前］～へ,向，朝，往；给（与格用法）,1.77
albumo,"{Ｂ}（写真・切手の）アルバム, 写生帳, サイン帳; （音楽ＣＤの）アルバム, 曲集",影集，画册，集邮册；（音乐）专辑,8.4
alfabeto,"{Ｂ}【Ｇ】アルファベット, 字母",字母表,8.9
alia,"{Ｂ}ほかの, 別の, その他の; もう一つの / ［代］他の人・もの",别的，另外的；另一个；（代）别人；别的事物,2.27
alkoholo,{Ｂ}アルコール,酒精，（乙）醇,8.4
almenaŭ,{Ｂ}［副］少なくとも,至少；起码,1.77
almozo,"{Ｂ}施し, 施し物",施舍物，布施；救济金,8.4
alta,"{Ｂ}高い; 高貴な, 高級な",高的；高贵的；高级的,2.27
alterni,{Ｂ}［自］交互に起こる,交替，轮流，交替发生（如交流电、轮作）,8.9
aludi,"{Ｂ}［他］ほのめかす, それとなく言及する, 暗示する",暗指；暗示，（间接）提到,8.9
alumeto,{Ｂ}マッチ,火柴,7.9
amara,{Ｂ}苦い; きびしい,苦的；辛酸的，严酷的,8.9
amaso,"{Ｂ}集積, 大量, 群れ; 大衆, 群衆",一大堆，一群；人群,3.27
amatoro,"{Ｂ}アマチュア, 愛好家, ><profesiulo",业余爱好者，爱好者,8.9
ambasadoro,{Ｂ}大使,大使,8.9
ambaŭ,"{Ｂ}［形］両方の, 双方の / {Ｂ}［代］両方, 両者 / {Ｂ}［副］両方とも, どちらも",两者的；两者；两者都,1.77
ami,"{Ｂ}［他］愛する, 好きである",爱,2.27
amiko,{Ｂ}友達; 味方,朋友；伙伴，支持者,2.27
amplekso,"{Ｂ}大きさ, 広がり; 【哲】外延; 【統】分布範囲; 【楽】音域",大小，广度；（哲）外延；（统）分布范围；（音）音域,8.4
amuzi,{Ｂ}［他］楽しませる,使…愉快；逗乐；使…消遣,5.33
anaso,{Ｂ}【鳥】カモ（鴨）; アヒル（家鴨）,鸭类；野鸭、家鸭,8.4
anekdoto,"{Ｂ}逸話, 奇聞; 小話",轶事，趣闻，小故事,8.9
angulo,"{Ｂ}角（かど）, すみ; 【数】角（かく）",角；角落,4.83
animalo,"{Ｂ}動物, ><〜",动物,8.4
animo,"{Ｂ}魂, 心; 生気; 【宗】霊",灵魂，心灵；生机，活力；（宗）灵,5.33
ankaŭ,{Ｂ}［副］～もまた,也,1.77
ankoraŭ,{Ｂ}［副］まだ; もっと,还，仍；还要，更,1.77
anonci,{Ｂ}［他］予告する; 公告する,宣布，通告，公告,5.83
anstataŭ,{Ｂ}［前］～の代わりに / {Ｂ}［接］～する代わりに,代替；代替…（可作介词/连词）,1.77
antaŭ,{Ｂ}［前］（時間的・空間的に）～の前に,在…前面，在…以前,1.77
anĝelo,{Ｂ}天使,天使,8.4
aparato,"{Ｂ}装置, 機械一式; 【解】器官系; 【政】機関; 【文献】校勘資料; 【情】装置, デバイス",一套装置，仪器；（解）器官系统；（政）机关；（文献）校勘资料；（信息）装置，设备,6.33
aparta,"{Ｂ}別の, 別々の; 特別の",单独的，个别的，分开的；特别的,4.83
apartamento,"{Ｂ}アパートメント, フラット（集合住宅内の一区画）",公寓套房；公寓中的一户住宅,8.4
aparteni,{Ｂ}［自］～のものである; ～に所属する,属，属于,5.83
apenaŭ,"{Ｂ}［副］やっと, かろうじて; ほとんど～ない / {Ｂ}［接］～するや否や",几乎不；勉强，才；刚…就…,1.77
aperi,"{Ｂ}［自］現われる, （刊行物が）出る",出现；（刊行物）出版，发行,3.27
apetito,{Ｂ}食欲,食欲,8.4
aplaŭdi,{Ｂ}［他］拍手喝采（かっさい）する; 《転》称賛する,鼓掌，拍手称赞；赞同,8.9
apliki,"{Ｂ}［他］応用する, 適用する; 【理】（力を）作用させる",应用，实际运用；使用，采用；（理）施加，使作用于,8.9
apogi,"{Ｂ}［他］支える, もたせかける; 《転》支持する",支撑，使倚靠；（转）支持,5.83
apoteko,{Ｂ}薬局,药店，药房,8.4
aprilo,{Ｂ}４月,四月,3.77
aprobi,"{Ｂ}［他］賛成する, 同意する; 是認する, 認可する",赞成，认可,5.83
apud,{Ｂ}［前］～のそばに,在…近旁,1.77
araneo,{Ｂ}【動】クモ（蜘蛛）,蜘蛛,8.4
aranĝi,"{Ｂ}［他］整える, 整頓する; 手配する; 【楽】編曲する; 【劇】脚色する",整理，布置；安排；（乐）编曲；（剧）改编,5.33
arbitra,"{Ｂ}任意の, 勝手気ままな",任意的，武断的,8.9
arbo,"{Ｂ}木, 樹木; 【植】高木",树,2.77
arko,"{Ｂ}弓形; 弓, =paf〜; 【数】弧; 【建】アーチ; 【理】電弧, =lum〜; 【解】弓",弧，拱形物；弓；[物] 电弧；（解）弓状结构,8.4
armeo,{Ｂ}軍隊; ～軍; 《転》大群,军队；（转）大群,6.33
armi,{Ｂ}［他］武装させる; 装甲・補強する; 《転》強化する,武装；披甲；加固，装甲,5.83
artikolo,"{Ｂ}記事; 辞書項目; 条項; 【法】（法令の）条, >>paragrafo; 【Ｇ】冠詞",文章，词典条目，条款；（法）条文；（语）冠词,6.33
arto,"{Ｂ}技術, ～術; 芸術; （自然に対して）人工",技艺；艺术；人工,2.77
arĝento,{Ｂ}銀; 【遊】（将棋の）銀将,银；（将棋）银将,5.33
asekuri,"{Ｂ}［他］保険をかける; 保証する, 請け合う",为…保险；担保，保障,8.4
aserti,"{Ｂ}［他］断言する, 主張する",断言，断定,8.9
asocio,"{Ｂ}協会, 結社; 結合, 連合; 連想",协会，联合会，社团；联想，结合,6.83
aspekti,{Ｂ}［自］見える,像是，貌似，显得,6.33
ataki,{Ｂ}［他］攻撃する; 襲う,进攻，袭击,5.83
atendi,{Ｂ}［他］待つ; 期待する,等待；预料；期待,2.77
atenta,{Ｂ}注意深い,注意周到的，留心的，细心的,3.27
atesti,"{Ｂ}［他］証言する, 証明する",证明，证实，作证,8.4
atingi,"{Ｂ}［他］着く, 届く, 到達する; （目標を）達成する",到达，达到；做到,3.77
atomo,"{Ｂ}【理】原子; 【哲】アトム; 《転》微小物, 微塵",原子；（哲）原子（不可分实体）；（转）微粒,8.9
avara,"{Ｂ}欲の深い, けちな",吝啬，贪婪,7.4
aventuro,{Ｂ}冒険; 不意の出来事,奇遇；冒险,7.9
avenuo,"{Ｂ}並木道, アベニュー; 大通り",林荫大道；大街，干道,8.4
averti,"{Ｂ}［他］警告する, 注意を促す, 予告する",警告，提醒，劝阻,5.83
avida,{Ｂ}渇望している; むさぼるような,渴望的；贪求的，贪婪的,8.4
avo,{Ｂ}祖父; おじいさん,祖父（爷爷/外公）,4.83
azeno,{Ｂ}【動】ロバ; 《転》愚か者,驴；（转）笨人，蠢人,6.9
aĉeti,"{Ｂ}［他］買う, 購入する; =〜（買収する）",买，购买；（转）收买,2.77
aĝo,"{Ｂ}年齢, 歳; 時代, 年代",年龄；时代，时期,3.27
aŭ,"{Ｂ}［接］または, あるいは",或者，还是,1.77
aŭdi,{Ｂ}［他］聞く; 聞こえる,听见；听到,2.77
aŭgusto,{Ｂ}８月,八月,3.77
aŭskulti,"{Ｂ}［他］聴く, 耳を傾ける, 傾聴する",听，倾听,3.27
aŭto,"{Ｂ}自動車, =〜mobilo",汽车,5.27
aŭtobuso,{Ｂ}バス,公共汽车,6.33
aŭtomato,"{Ｂ}自動装置, 自動機械; 自動販売機; 自動人形",自动装置，自动机械；自动售货机；自动人偶,7.9
aŭtomobilo,"{Ｂ}自動車（乗用車）, =〜",同〜（汽车）,8.4
aŭtoritato,"{Ｂ}権威, 権限; 当局, 権力機関",权威；权限，职权；当局,8.4
aŭtoro,"{Ｂ}著者, 作者",作者，著者,7.33
aŭtuno,{Ｂ}秋,秋天,3.27
babili,"{Ｂ}［自］雑談する, おしゃべりする",聊天，闲谈,6.33
bagatelo,"{Ｂ}つまらないこと, ささいなこと",小事，琐事,8.9
baki,"{Ｂ}［他］（パン，肉などを）焼く, （煉瓦，陶器などを）焼き固める",烘烤，焙；烧制（砖瓦、陶器等）,8.4
balai,{Ｂ}［他］掃く; 【理】走査する,扫，清扫；（技/理）扫描，扫掠,7.4
balanci,"{Ｂ}［他］揺らす, ゆり動かす; （頭・手足を）振る",摇动，摆动；晃动头或手脚,8.4
balbuti,{Ｂ}［自］どもる,口吃，结巴,8.9
baldaŭ,"{Ｂ}［副］まもなく, やがて",不久，没多时,1.77
balo,"{Ｂ}舞踏会, ダンスパーティ",舞会,8.9
balono,"{Ｂ}気球; 風船, =〜eto; 【化】球形フラスコ",气球；（玩具）橡皮气球；（化）球形烧瓶,7.9
baloti,"{Ｂ}［自］投票する, 票決する",投票（选举）,8.9
bambuo,{Ｂ}【植】タケ（竹）,竹,8.9
banano,{Ｂ}【果】バナナ,香蕉,8.9
bandaĝo,{Ｂ}包帯,绷带,8.9
bani,{Ｂ}［他］水浴させる; （液体に）浸しておく; （水などを）浴びせかける,给…洗澡；浸泡；使沐浴,3.77
banko,"{Ｂ}銀行; （血液・情報などの）バンク; 【遊】（賭博で）親元にある賭け金, 場銭（ばせん）",银行；（血液、信息等的）库；（赌）庄家的赌金,6.33
barakti,"{Ｂ}［自］もがく, じたばたする; 《転》苦闘する",挣扎；折腾；（转）苦斗,8.4
barbo,"{Ｂ}あごひげ, ほおひげ",胡子,7.4
barelo,{Ｂ}樽（たる）; バレル（容量単位）,桶，酒桶；桶（容量单位）,8.4
baro,"{Ｂ}障害; =baraĵo / 【理】バール（圧力の単位，bar）, >>paskalo",障碍，阻碍物；（理）巴（压力单位）,5.83
bastono,"{Ｂ}棒, 杖（つえ）",棒，手杖,5.83
batali,{Ｂ}［自］戦う,战斗，斗争,4.83
bati,"{Ｂ}［他］打つ, たたく, 殴る; （心臓が）鼓動する",打，击，敲；（心脏）跳动，拍打,2.77
bazaro,"{Ｂ}市場（いちば）, 市（いち）, マーケット, >>〜",市场，集市，商场，交易会,8.4
bazo,"{Ｂ}土台, 基礎, 礎石; 《転》基盤, 根拠; 【生】基部; 【化】塩基; 【数】基数; 【数】基底; 【数】底辺; 【軍】基地",底座，基础，根基；（生）基部；（化）碱；（数）基数，基底，底边；基地,6.83
bebo,"{Ｂ}赤ん坊, =infaneto, >>suĉinfano",婴儿,8.4
bedaŭri,"{Ｂ}［他］残念に思う, 惜しむ",遗憾，惋惜，感到可惜,4.27
beko,{Ｂ}くちばし; くちばし状の突起・先端,鸟嘴；（器具）嘴口、喷口,7.4
bela,"{Ｂ}美しい, きれいな; 立派な, すばらしい; （天気が）晴れた",美丽，漂亮；美好；（天气）晴朗的,2.27
bendo,"{Ｂ}ひも, テープ, 帯, バンド; 【建】帯飾り（車のタイヤは通常 pneŭo）",带子，细绳，带；胶带，带状物,7.33
beni,{Ｂ}［他］祝福する,祝福；祈福，赐福,8.4
benko,{Ｂ}ベンチ,长凳，长椅,5.33
benzino,{Ｂ}ガソリン; 【化】ベンジン,挥发油，汽油,8.4
bero,{Ｂ}（イチゴ・ブドウなど汁気の多い）実; 【植】液果,浆果,7.9
besto,"{Ｂ}（人間を除く）動物, 獣, >>〜",（不含人）动物；兽,3.27
bezoni,"{Ｂ}［他］必要とする, >>necesi",需要,2.77
biblioteko,"{Ｂ}図書館, 図書室; 蔵書; 【情】ライブラリ",图书馆，图书室；藏书；（计）程序库,6.83
biciklo,{Ｂ}自転車,（两轮）自行车,6.83
bieno,"{Ｂ}田園地所, 農場付きの地所",田庄，乡间地产,7.9
biero,"{Ｂ}ビール, >>botela, >>barela",啤酒,6.33
bildo,"{Ｂ}絵, 図, 挿絵; 像, 光景; 映像, 影; 心象; 似姿; 比喩（ひゆ）; 【理】像; 【情】画像",图，图画，插图；像，影像；情景；心象；比喻形象,2.77
bileto,"{Ｂ}切符, 券; 紙幣; 簡単な手紙",票，券；钞票；便条，短笺,6.33
bindi,{Ｂ}［他］製本する,装订；装帧,8.9
birdo,{Ｂ}鳥; 《転》人（例: 「変なやつ」）,鸟；（转）怪人，怪家伙,2.77
blanka,"{Ｂ}白い; 空白の, 白紙の",白的；白色的；空白的,2.77
bleki,{Ｂ}［自］（動物が）鳴く; 《転》（人が）わめく,（动物）叫，鸣；（转）像兽一样叫嚷,8.9
blinda,"{Ｂ}盲目の; 《転》盲目的な（差別的表現なので避けるべき）, =>senkritika, =>malprudenta",盲的，失明的；（转）盲目的,6.33
bloko,"{Ｂ}塊, ブロック, 台; 街区; （暦・メモ用紙などの）一つづり; 【政】ブロック（国家や政党の連合）",块，整块；街区；一沓（纸）；（政）集团，联盟,7.33
blonda,{Ｂ}ブロンドの（毛髪が金色と栗色の中間）,金发的；浅金色的（多指头发）,7.9
blovi,"{Ｂ}［自］（風が）吹く, 息を吐く; ［他］吹く, 吹き鳴らす",风吹，吹气；吹动，吹奏,5.83
blua,{Ｂ}青い,蓝色,3.27
bluzo,"{Ｂ}【服】ブラウス; 上っ張り, 仕事着; ジャンパー, ブルゾン",衬衫；罩衣，工作服；短夹克（布鲁宗）,8.4
bo-,"{Ｂ}［接頭辞］（姻戚関係を示す）, >>〜patro, >>〜frato",[前缀] 表示姻亲关系,1.77
boato,"{Ｂ}ボート, 小舟",小船,6.83
boji,"{Ｂ}［自］（犬が）ほえる; 《転》（人が）わめく, がみがみ言う",（狗）吠叫；（转）叫骂，谩骂,8.4
boli,"{Ｂ}［自］沸騰する, 煮えたぎる; 《転》荒れ狂う, 激高する",沸腾；（转）激动，群情沸腾,5.83
bombono,"{Ｂ}【菓】キャンデー, ボンボン",糖果,8.4
bona,"{Ｂ}良い, 善良な, りっぱな",好的；善良的；出色的,2.27
bordo,"{Ｂ}岸, 縁（ふち）",岸；边缘,4.83
bori,"{Ｂ}［他］穴をあける, せん孔する",钻孔，打洞（钻透）,8.4
botelo,{Ｂ}びん,瓶子；（尤指）玻璃瓶,5.83
bovo,{Ｂ}【動】ウシ（牛）（属）,牛,5.33
brako,{Ｂ}腕; 腕状の部分,胳膊；臂状部分,4.83
branĉo,"{Ｂ}枝; 《転》枝, 枝分かれ, 支流, 支線, 部門",枝；分支，支线，部门,5.83
brasiko,"{Ｂ}【植】キャベツ, =〜; （キャベツ、ハクサイ、カラシナ、アブラナ、カブなど）アブラナ属の植物の総称",卷心菜；（广）芸薹属蔬菜（如白菜等）,7.9
brava,"{Ｂ}勇敢な, 勇ましい, りりしい; 実直な, 律義な; りっぱな",勇敢的，英勇的；正派的；出色的,8.4
bredi,{Ｂ}［他］【農】動物を飼育・繁殖させる,饲养、繁殖动物,8.9
bremso,{Ｂ}【機】ブレーキ,刹车；制动器,8.4
breto,"{Ｂ}棚, 棚板",搁板,7.9
briko,{Ｂ}れんが; れんが形のもの,砖,7.9
brili,"{Ｂ}［自］輝く, 光る",发光；闪耀,3.27
bronzo,{Ｂ}【化】青銅,青铜,8.9
broso,{Ｂ}ブラシ; 【電】ブラシ（電刷）,刷子；（电）电刷,7.4
brovo,{Ｂ}眉（まゆ）,眉毛,8.4
broŝuro,"{Ｂ}小冊子, パンフレット",小册子，宣传册,8.4
brui,"{Ｂ}［自］騒音を出す, 騒ぎ立てる",发噪声，喧哗,4.83
bruli,{Ｂ}［自］燃える,燃烧,2.77
bruna,"{Ｂ}褐色の, 栗色の, 茶色の",褐色，棕色,5.33
brusto,{Ｂ}胸,胸,5.33
bubo,"{Ｂ}いたずらっ子; 【遊】（トランプの）ジャック, =fanto",顽童，淘气鬼；（纸牌）J（杰克）,8.4
budo,"{Ｂ}仮小屋, スタンド, ブース, 売店",简易小屋，棚，摊店,8.4
buklo,"{Ｂ}巻き毛, カール; （巻いてできた）輪",卷发（束）；圈形物,8.9
bulko,"{Ｂ}【料】ロールパン, 菓子パン（など小型の丸いパン）",小圆面包,8.9
bulo,"{Ｂ}玉, 団子",（可塑性的）球，团，块,7.9
bulteno,"{Ｂ}会報, 紀要, （定期）報告書",（定期的）会报，公报，通报,8.9
burĝono,{Ｂ}【植】（葉や花の）芽; つぼみ,芽，嫩枝，蕾,8.9
butero,{Ｂ}【料】バター,黄油（乳脂制成的固体脂肪）,5.33
butiko,"{Ｂ}店, 小売店",小商店，零售店,6.83
butono,{Ｂ}【服】ボタン; ボタン形のもの; つぼみ; 吹き出物,纽扣；按钮；钮状物；花蕾；皮肤小疹,5.83
buĝeto,{Ｂ}【商】予算; 予算案,预算；预算案,8.9
buŝo,{Ｂ}口; 【解】口腔; 開口部,嘴；口；口腔；开口，口部,2.77
cedi,"{Ｂ}［自］譲歩する, 屈服する; ［他］譲る, 譲渡する",让步，退让；让与,6.83
celo,"{Ｂ}目的, 目標",目的，目标，宗旨,3.27
cemento,"{Ｂ}セメント; 接合剤, 接着剤; （歯の）セメント質; 【地質】膠結物（こうけつぶつ）",水泥；接合剂；（牙）牙骨质；（地）胶结物,8.4
cent,{Ｂ}［数詞］百,百,1.77
centralo,"{Ｂ}（労組などの）連合本部, =centrejo; 【電】発電所; 【通】電話交換局",工会等联合会；（电）发电厂，电站；（电信）电话交换局,8.9
centro,"{Ｂ}中心, 中央; 【政】中道, 中間派; 【解】中枢",中心，中央；（政）中间派；（解）中枢,6.33
cepo,{Ｂ}【料】玉ネギ; 【植】タマネギ,洋葱，葱头,8.9
cerbo,"{Ｂ}頭脳; 【解】脳, 大脳",（大）脑，头脑,6.83
certa,"{Ｂ}確かな, 確実な; ある（特定の）",确实的，可靠的；某个（特定的）,2.77
cervo,{Ｂ}【動】シカ（鹿，属）; シカ（科）,鹿,8.9
cetera,"{Ｂ}残りの, そのほかの, その他の",其余，其他,5.33
cifero,{Ｂ}数字,数字；数码符号,5.83
cigaredo,{Ｂ}紙巻きたばこ,纸烟，香烟,7.9
cigno,{Ｂ}【鳥】ハクチョウ（白鳥）; 《転》詩聖,天鹅；（转）诗人,8.9
ciklo,"{Ｂ}周期, 循環, サイクル; 【文】（同一主題の）物語群, 連作; 【化】炭素環; 【環】（物質の）循環, =cirkulado; 【理】サイクル（周波数の単位，c）",周期；循环；（文）组诗；（化）环；（环境）物质循环；（物）周（频率单位）,7.9
cindro,"{Ｂ}灰; 遺灰, 遺骨",余烬，灰；骨灰,8.9
cirklo,"{Ｂ}【数】円周, 円, >>〜",圆，圆周，圆形；圈,8.9
cirkonstanco,"{Ｂ}周囲の事情, 状況",情况，环境，形势,8.4
cirkulero,"{Ｂ}回状, 回覧状",通告，通函，通知书,8.9
cirkuli,{Ｂ}［自］循環する; （人や車が）往来する; （商品などが）流通する,循环；往来，流动；流通，传播,8.9
citi,"{Ｂ}［他］引用する; （名前や例を）挙げる, 引き合いに出す",引用；举出，列举,8.4
citrono,"{Ｂ}《般》レモン（果実）, =limono",柠檬（果实）,7.9
civila,"{Ｂ}市民の, 文民の; 【法】民事の, ><militista, ><eklezia, ><ŝtata, ><kriminala",市民的，民间的，文职的；民事的,8.9
civilizi,"{Ｂ}［他］教化する, 文明化する",教化，使…开化,8.4
civito,"{Ｂ}【史】自治都市; 市民（全体）, 公民（全体）",自由市，自治市；市民全体，公民全体,8.9
da,{Ｂ}［前］（数量）～の～,用在数量与可量名词之间，表示其后名词的量,1.77
danci,"{Ｂ}［自］踊る, ダンスをする; 小躍りする, はねる; ［他］（～を）踊る",跳舞；雀跃，跳动；（他）跳（某种）舞,5.83
danki,"{Ｂ}［他］感謝する, ありがたく思う; 礼を言う, 謝意を表す",感谢，道谢，表示谢意,2.77
danĝero,"{Ｂ}危険, 危難",危险,5.33
dato,"{Ｂ}日付, 年月日; 期日, 日取り",日期，日子,4.77
de,{Ｂ}［前］～の（所有・関係）; ～から（起点・原因）; ～によって（動作の主体）,的；从；被,1.77
